Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
132,Darvin Ham,1998,1998,1,71,635,55,104,0,0,35,74,72,131,16,21,25,37,118,145,.529,,.473,8.9,2.0,1.8,0.2
133,Charlie Hardnett,1963,1965,3,164,2474,433,1023,,,332,513,,930,103,,,,376,1198,.423,,.647,15.1,7.3,5.7,0.6
134,Al Harrington,2014,2014,1,34,511,82,207,34,100,27,35,15,80,28,14,0,34,72,225,.396,.340,.771,15.0,6.6,2.4,0.8
135,Mike Harris,2010,2010,1,5,14,1,3,0,0,2,2,1,4,0,1,0,0,4,4,.333,,1.000,2.8,0.8,0.8,0.0
136,Clem Haskins,1975,1976,2,125,1439,263,559,,,107,128,41,134,152,46,14,,152,633,.470,,.836,11.5,5.1,1.1,1.2
137,Vern Hatton,1962,1962,1,15,,,,,,,,,,,,,,,,,,,,,,
138,Elvin Hayes,1973,1981,9,731,29218,6251,13658,3,23,3046,4499,2225,9305,1294,736,1558,868,2557,15551,.458,.130,.677,40.0,21.3,12.7,1.8
139,Jarvis Hayes,2004,2007,4,226,5746,785,1954,165,484,272,330,173,777,303,184,34,250,462,2007,.402,.341,.824,25.4,8.9,3.4,1.3
140,Brendan Haywood,2002,2010,9,579,14181,1669,3146,0,1,1122,1807,1604,3648,348,254,865,662,1570,4460,.531,.000,.621,24.5,7.7,6.3,0.6
141,Spencer Haywood,1982,1983,2,114,2861,520,1141,0,4,282,347,221,605,94,57,95,242,343,1322,.456,.000,.813,25.1,11.6,5.3,0.8
142,Brian Heaney,1970,1970,1,14,70,13,24,,,2,4,,4,6,,,,17,28,.542,,.500,5.0,2.0,0.3,0.4
143,Tom Henderson,1977,1979,3,186,5619,813,1798,,,442,580,142,471,1037,239,34,343,328,2068,.452,,.762,30.2,11.1,2.5,5.6
144,Wayne Hightower,1965,1967,3,94,1716,226,668,,,208,283,,545,87,,,,232,660,.338,,.735,18.3,7.0,5.8,0.9
145,Nene Hilario,2012,2016,5,204,5405,994,1964,2,14,517,810,277,1188,494,199,120,411,578,2507,.506,.143,.638,26.5,12.3,5.8,2.4
146,Gary Hill,1965,1965,1,3,15,0,1,,,0,0,,1,1,,,,1,0,.000,,,5.0,0.0,0.3,0.3
147,Kirk Hinrich,2011,2011,1,48,1471,198,438,43,112,92,105,14,129,210,56,10,84,119,531,.452,.384,.876,30.6,11.1,2.7,4.4
148,Paul Hogue,1964,1964,1,9,58,3,14,,,1,2,,16,1,,,,20,7,.214,,.500,6.4,0.8,1.8,0.1
149,Brad Holland,1982,1982,1,13,185,27,73,0,3,3,4,6,13,16,11,1,7,12,57,.370,.000,.750,14.2,4.4,1.0,1.2
150,Ryan Hollins,2016,2016,1,5,48,4,7,0,0,0,0,7,11,0,0,1,3,4,8,.571,,,9.6,1.6,2.2,0.0
151,Tito Horford,1994,1994,1,3,28,0,2,0,0,0,0,1,3,0,1,3,1,3,0,.000,,,9.3,0.0,1.0,0.0
