Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
105,DeSagana Diop,2008,2008,1,27,401,27,65,0,0,14,30,49,122,14,6,25,16,46,68,.415,,.467,14.9,2.5,4.5,0.5
106,Keyon Dooling,2009,2010,2,130,3045,390,922,158,392,174,215,32,209,405,105,8,164,217,1112,.423,.403,.809,23.4,8.6,1.6,3.1
107,Chris Douglas-Roberts,2009,2010,2,111,2315,336,749,17,66,184,219,59,248,145,67,26,128,135,873,.449,.258,.840,20.9,7.9,2.2,1.3
108,Sherman Douglas,1998,2001,3,159,3102,422,908,27,102,226,315,86,238,497,108,11,213,275,1097,.465,.265,.717,19.5,6.9,1.5,3.1
109,Sonny Dove,1970,1972,3,165,4573,925,1998,6,27,428,655,501,1220,196,,,427,603,2284,.463,.222,.653,27.7,13.8,7.4,1.2
110,Chris Dudley,1990,1993,4,241,5532,521,1307,0,0,263,562,873,1983,130,116,466,249,768,1305,.399,,.468,23.0,5.4,8.2,0.5
111,Jarrett Durham,1972,1972,1,1,1,0,0,0,0,0,0,0,0,0,,,1,0,0,,,,1.0,0.0,0.0,0.0
112,Jim Eakins,1976,1976,1,34,463,72,143,0,0,67,79,42,120,18,7,20,33,71,211,.503,,.848,13.6,6.2,3.5,0.5
113,Kevin Edwards,1994,1998,5,189,5029,788,1861,114,302,325,401,138,470,413,231,50,307,313,2015,.423,.377,.810,26.6,10.7,2.5,2.2
114,Wayne Ellington,2016,2016,1,32,512,74,184,28,81,15,19,6,60,22,21,2,15,25,191,.402,.346,.789,16.0,6.0,1.9,0.7
115,Bob Elliott,1979,1981,3,141,2324,356,720,2,6,266,410,187,502,204,69,34,233,306,980,.494,.333,.649,16.5,7.0,3.6,1.4
116,Len Elmore,1982,1983,2,155,3075,397,896,0,1,189,254,248,679,139,136,130,219,405,983,.443,.000,.744,19.8,6.3,4.4,0.9
117,Andre Emmett,2012,2012,1,6,45,4,7,0,1,5,8,2,6,1,2,1,2,2,13,.571,.000,.625,7.5,2.2,1.0,0.2
118,Chris Engler,1985,1988,3,79,605,59,135,0,0,44,56,56,158,19,14,19,40,100,162,.437,,.786,7.7,2.1,2.0,0.2
119,Julius Erving,1974,1976,3,252,10044,2777,5464,80,233,1470,1863,884,2738,1319,583,521,949,747,7104,.508,.343,.789,39.9,28.2,10.9,5.2
120,Evan Eschmeyer,2000,2001,2,105,1704,130,272,0,0,82,132,175,474,61,49,79,74,304,342,.478,,.621,16.2,3.3,4.5,0.6
121,Billy Evans,1970,1970,1,53,602,32,87,0,2,38,70,17,39,100,,,47,89,102,.368,.000,.543,11.4,1.9,0.7,1.9
122,Brian Evans,1998,1999,2,39,453,57,140,21,53,10,13,22,69,38,10,8,16,51,145,.407,.396,.769,11.6,3.7,1.8,1.0
123,Reggie Evans,2013,2014,2,110,2366,148,320,0,0,148,287,313,1037,48,87,15,139,253,444,.463,,.516,21.5,4.0,9.4,0.4
124,Jordan Farmar,2011,2012,2,112,2627,402,966,164,429,139,163,31,234,497,86,8,207,177,1107,.416,.382,.853,23.5,9.9,2.1,4.4
125,Derrick Favors,2011,2011,1,56,1091,141,276,0,0,71,116,126,297,21,18,41,56,183,353,.511,,.612,19.5,6.3,5.3,0.4
126,Jamie Feick,1999,2001,3,113,3239,256,579,3,3,143,205,388,1097,97,76,59,100,294,658,.442,1.000,.698,28.7,5.8,9.7,0.9
127,Dave Feitl,1992,1992,1,34,175,33,77,0,0,16,19,21,61,6,2,3,19,22,82,.429,,.842,5.1,2.4,1.8,0.2
128,Vern Fleming,1996,1996,1,77,1747,227,524,3,28,133,177,49,170,255,41,5,122,115,590,.433,.107,.751,22.7,7.7,2.2,3.3
129,Sleepy Floyd,1983,1995,2,91,1325,163,428,29,102,68,88,24,96,193,32,15,91,129,423,.381,.284,.773,14.6,4.6,1.1,2.1
130,Phil Ford,1983,1983,1,7,163,20,35,0,1,7,10,0,7,38,6,0,21,22,47,.571,.000,.700,23.3,6.7,1.0,5.4
131,Jim Fox,1977,1977,1,71,1165,184,398,,,95,114,100,329,49,20,25,,158,463,.462,,.833,16.4,6.5,4.6,0.7
132,Will Frazier,1969,1969,1,75,1370,217,512,0,0,120,194,148,416,66,,,75,200,554,.424,,.619,18.3,7.4,5.5,0.9
133,Dan Gadzuric,2011,2011,1,14,166,17,41,0,0,5,13,18,49,3,3,11,8,28,39,.415,,.385,11.9,2.8,3.5,0.2
134,Corey Gaines,1989,1989,1,32,337,27,64,1,5,12,16,3,19,67,15,1,20,27,67,.422,.200,.750,10.5,2.1,0.6,2.1
135,Sundiata Gaines,2011,2012,2,67,939,122,319,32,99,70,116,37,132,151,64,2,65,69,346,.382,.323,.603,14.0,5.2,2.0,2.3
136,Mike Gale,1974,1975,2,104,2528,342,758,7,29,101,127,147,388,289,148,81,164,215,792,.451,.241,.795,24.3,7.6,3.7,2.8
137,Kevin Garnett,2014,2015,2,96,1963,282,631,1,9,72,88,106,643,151,84,53,114,219,637,.447,.111,.818,20.4,6.6,6.7,1.6
138,Chris Gatling,1997,1999,3,78,1732,302,685,1,5,186,305,147,421,68,64,33,134,205,791,.441,.200,.610,22.2,10.1,5.4,0.9
139,Tate George,1991,1993,3,174,2011,296,714,1,13,139,170,64,179,325,76,11,155,181,732,.415,.077,.818,11.6,4.2,1.0,1.9
140,Derrick Gervin,1990,1991,2,77,1082,257,591,7,31,155,203,69,175,38,39,26,57,135,676,.435,.226,.764,14.1,8.8,2.3,0.5
141,Jack Gillespie,1970,1970,1,2,27,0,5,0,0,2,2,2,7,0,,,0,3,2,.000,,1.000,13.5,1.0,3.5,0.0
142,Armen Gilliam,1994,1996,3,242,7297,1379,2803,0,4,853,1103,630,1826,308,178,203,435,480,3611,.492,.000,.773,30.2,14.9,7.5,1.3
143,Eddie Gill,2001,2008,2,21,301,28,70,8,23,13,14,1,31,45,11,3,18,27,77,.400,.348,.929,14.3,3.7,1.5,2.1
144,Kendall Gill,1996,2001,6,331,11203,1868,4451,135,455,1061,1434,486,1591,981,652,186,571,960,4932,.420,.297,.740,33.8,14.9,4.8,3.0
145,Gerald Glass,1996,1996,1,10,56,10,28,1,5,0,0,5,6,4,2,1,0,5,21,.357,.200,,5.6,2.1,0.6,0.4
146,Mike Gminski,1981,1988,8,550,13638,2379,5034,0,9,1657,1986,1231,3671,711,317,599,918,1011,6415,.473,.000,.834,24.8,11.7,6.7,1.3
147,Anthony Goldwire,2004,2004,1,6,19,2,8,0,2,0,0,0,1,1,2,0,1,0,4,.250,.000,,3.2,0.7,0.2,0.2
148,Steve Goodrich,2002,2002,1,9,50,2,10,0,0,1,2,1,5,5,1,2,3,10,5,.200,,.500,5.6,0.6,0.6,0.6
149,Greg Graham,1996,1996,1,45,485,61,161,25,68,37,51,12,42,41,20,1,29,48,184,.379,.368,.725,10.8,4.1,0.9,0.9
150,Stephen Graham,2011,2011,1,59,959,81,200,5,21,31,38,17,123,40,14,1,38,106,198,.405,.238,.816,16.3,3.4,2.1,0.7
